User Equipment ID,X Position,Y Position,Sim Code,Trajectory
1,53.06753314427375,62.268746537418664,pDaV40NZSL,"[(50.823841702084266, 57.6360133497795, 2), (53.009965732708096, 50.430340831905035, 0), (53.06753314427375, 62.268746537418664, 2)]"
2,47.74875419090735,87.98220709217269,wHMC7HpGx8,"[(57.40259935966462, 66.31051516353824, 3), (67.55878140825654, 68.90630427599064, 3), (56.82417734589843, 86.80554322402561, 3), (47.74875419090735, 87.98220709217269, 3)]"
